Function Name, Postcondition, true, false
getFormatterInitialIndentLevel,  res_tmp == 0 || res_tmp == options.initialIndentLevel(), 735, 0
prefix,  res_tmp!= NULL, 5, 0
operator=,  res_tmp == rhs, 0, 0
addBlankLine,  res_tmp == stream, 0, 0
printTextReplacingXMLEscapes,  res_tmp!= NULL, 0, 0
printDecimalWithDigitsOptions,  res_tmp.good(), 0, 0
extractNamespaceFromXsd, extractNamespaceFromXsd_Impl(xsdSource$ targetNamespace), 0, 0
addBlankLine,  true, 0, 0
lookupPredefinedId, e_PREDEF_MIN + ARRAY_LEN(predefinedNamespaces)), 0, 0
encodeCharArray,  res_tmp >= 0 || res_tmp < 0, 650, 0
decodeObject,  res_tmp == 0 || res_tmp == -1 || res_tmp == -2 || res_tmp == -3 || res_tmp == -4, 1137, 0
decodeArray,  res_tmp == 0 || res_tmp == -1 || res_tmp == -2 || res_tmp == -4, 3002, 0
extractValue,  res_tmp == 0 || res_tmp == -1, 1646, 0
encodeArray,  res_tmp == 0 || res_tmp!= 0, 466, 0
encodeObject,  true, 599, 0
decode,  res_tmp == 0 || res_tmp == -1 || res_tmp == -2 || res_tmp == -3, 1719, 0
logTokenizerError,  res_tmp!= NULL, 0, 0
getUnquotedString,  res_tmp >= 0, 63, 42
isValidDefaultRecordBufferSize, isValidDefaultRecordBufferSize(numBytes), 0, 0
operator=,  &rhs == res_tmp, 0, 0
defaults,  res_tmp == d_defaults, 0, 0
operator==,  res_tmp == (lhs == rhs), 0, 0
fromAsciiCaseless,  res_tmp == BALL_SUCCESS || res_tmp == BALL_FAILURE, 87, 0
disassembleSharedPtr,  res_tmp!= NULL && *res_tmp == *record, 0, 0
filterName,  res_tmp!= NULL, 14, 0
isCategoryEnabled,  res_tmp == (category.maxLevel() >= severity), 118778, 0
getRecordPtr,  res_tmp!= NULL && res_tmp->fixedFields().getFileName() == fileName && res_tmp->fixedFields().getLineNumber() == lineNumber, 0, 0
getRecord,  res_tmp!= NULL, 112657, 0
isCategoryEnabled,  res_tmp == true || res_tmp == false, 112632, 0
allocator,  res_tmp!= NULL, 45, 0
format,  res_tmp == -1 || (res_tmp >= 0 && res_tmp <= numBytes), 1753, 0
operator==,  res_tmp == (lhs.format() == rhs.format() && lhs.timestampOffset() == rhs.timestampOffset()), 14204, 7647
hash,  0 <= res_tmp && res_tmp < size, 69, 0
operator=,  res_tmp == *this, 1, 0
print,  res_tmp == stream, 0, 0
operator=,  res_tmp == rhs, 384, 0
hasValue,  res_tmp == d_attributeSet.find(value)!= d_attributeSet.end(), 0, 0
operator==,  res_tmp == (lhs == rhs), 0, 0
print,  res_tmp == stream, 0, 0
toAscii,  res_tmp == "PASSTHROUGH" || res_tmp == "TRIGGER" || res_tmp == "TRIGGER_ALL" || res_tmp == "MANUAL_PUBLISH" || res_tmp == "MANUAL_PUBLISH_ALL" || res_tmp == "(* UNKNOWN *)", 0, 0
isValid,  res_tmp == (0 == recordIndex && 1 == sequenceLength) || (0 <= recordIndex && 1 <= sequenceLength && recordIndex < sequenceLength) || false, 490, 0
print, flush, 0, 0
addCategoryHierarchically,  res_tmp!= NULL, 0, 0
deregisterObserver,  res_tmp == 0 || res_tmp == 1, 25, 0
findObserver,  res_tmp == nullptr || res_tmp!= nullptr, 50, 0
getDefaultFormat,  res_tmp.length() >= 0 && res_tmp.length() <= k_BUFFER_SIZE, 0, 0
parse,  res_tmp == 0 || res_tmp == -1, 7059, 0
name,  res_tmp == d_name, 3, 0
key,  res_tmp == d_key, 8, 0
make,  res_tmp == 0 || res_tmp!= 0, 529106, 0
setFormat,  res_tmp == -1 || res_tmp == 0 || res_tmp!= 0, 71333, 0
fromAscii, e_TRACE)), 0, 0
print,  stream.bad() ||!stream.good(), 0, 0
setLevels,  res_tmp == 0 || res_tmp == -1, 0, 0
hash,  0 <= res_tmp && res_tmp < size, 134790, 0
operator=,  &res_tmp == this, 0, 384
evaluate,  res_tmp == containerList.all_attributes_have_value(), 0, 0
operator==,  (lhs == rhs) == res_tmp, 0, 0
addCategory,  res_tmp == 0 || res_tmp!= 0, 45, 0
createStopRecord,  res_tmp!= NULL, 0, 0
isStopRecord,  res_tmp == (record.d_record.get() == 0), 4, 0
isValidDefaultRecordBufferSize,  res_tmp == (0 < numBytes), 11, 0
operator=,  res_tmp == *this, 2, 0
defaultRecordBufferSize,  true, 7, 0
operator==,  (lhs == rhs), 0, 0
message,  '\0' == *res_tmp || *res_tmp == '\0', 29, 29
operator==,  res_tmp == (lhs == rhs), 0, 0
update,  res_tmp!= 0, 9, 3
print,  res_tmp == stream, 0, 0
contextKey,  res_tmp!= NULL, 0, 0
getContext,  res_tmp!= NULL, 829, 0
hasRelevantActiveRules,  res_tmp == (relevantRulesMask!= 0), 82665, 48387
print,  stream!= res_tmp, 0, 0
hash,  res_tmp >= 0, 906466, 0
print,  res_tmp == stream, 0, 0
operator<<,  res_tmp == output, 0, 0
getErrorCode,  res_tmp!= 0, 1, 0
getTimestampSuffix,  res_tmp.length() <= 15, 25, 0
hasEscapePattern,  res_tmp == true || res_tmp == false, 9, 0
openLogFile,  res_tmp == 0 || res_tmp == -1, 41, 0
fuzzyEqual,  res_tmp == ((a - b).totalMilliseconds() < (interval.totalMilliseconds() / 10)), 9, 11
computeNextRotationTime,  res_tmp >= referenceStartTime, 20, 0
isFileLoggingEnabled,  res_tmp == true || res_tmp == false, 22, 0
print,  res_tmp == stream, 0, 0
operator<<,  output == res_tmp, 0, 0
operator=,  res_tmp.length() == rhs.length(), 0, 0
hasValue,  res_tmp == node->d_value_p->hasValue(value), 3, 0
operator==,  res_tmp == true || res_tmp == false, 1001, 0
addRule,  res_tmp == -1 || res_tmp == -2 || res_tmp == value.id, 0, 0
ruleId,  (res_tmp == -1) == (value not in d_ruleAddresses), 0, 0
operator==,  res_tmp == (lhs == rhs), 0, 0
hash,  res_tmp == int, 0, 0
operator=,  *this == rhs, 243, 0
print,  res_tmp == stream, 0, 0
addCollector,  res_tmp == 0 || res_tmp == 1, 19, 0
print,  res_tmp == stream, 0, 0
isValidPattern,  res_tmp == true || res_tmp == false, 0, 0
addNewCategory,  res_tmp!= NULL, 214, 0
lookupCategory,  res_tmp == 0 || res_tmp!= 0, 114, 0
print,  res_tmp!= NULL, 0, 0
operator<<,  res_tmp == stream, 0, 0
isLessThan, strcmp(a.d_key$ b.d_key) < 0), 0, 0
getZoneinfoId,  res_tmp == -1 || (res_tmp == 0 && *result!= NULL), 108, 0
initSystemDefaultCache,  res_tmp!= NULL, 3, 0
instance, systemSingletonCachePtr, 0, 0
defaultZoneinfoDataLocation,  res_tmp!= NULL && (res_tmp[0]!= '\0' || res_tmp == "."), 6, 0
lookupTimeZone,  (res_tmp == 0 && *timeZone!= 0) || (res_tmp!= 0 && *timeZone == 0), 146, 0
findTransitionWithDstFlag,  res_tmp!= timeZone.endTransitions(), 26, 28
convertUtcToLocalTime,  res_tmp == 0 || (0!= rc && res_tmp == rc), 366, 0
print,  res_tmp == stream, 0, 0
print,  res_tmp == stream, 0, 0
configureImp, loadLocalTimePeriodForUtc(privateLocalTimePeriod()$ timezone$ utcDatetime), 0, 0
validateTimeZoneId,  res_tmp == -1 || res_tmp == -2 || res_tmp == 0, 403, 0
loadTimeZoneImpl, UNSPECIFIED_ERROR, 0, 0
isPlausibleZoneinfoRootPath, isRegularFile(gmtPath.c_str()$ true), 0, 0
loadTimeZoneFilePath, loadTimeZoneFilePath_Impl(result$ timeZoneId$ d_rootPath), 0, 0
areAllPrintable, isPrint(buffer[length - 1]), 0, 0
readRawTz,  res_tmp == -1 || res_tmp == -2 || res_tmp == 0, 427, 0
decode32,  res_tmp == *address, 4768, 7840
readHeader,  res_tmp == 0 || res_tmp == -1 || res_tmp == -2 || res_tmp == -3 || res_tmp == -4 || res_tmp == -5 || res_tmp == -6 || res_tmp == -7 || res_tmp == -8 || res_tmp == -9, 1290, 0
readVersion2Or3FormatData,  res_tmp == 0 || res_tmp < 0, 435, 0
read,  true, 378, 0
convertUtcToLocalTime, k_OUT_OF_RANGE, 0, 0
operator<<,  res_tmp.good(), 0, 0
print,  res_tmp!= NULL, 0, 0
containsDescriptor,  res_tmp == true || res_tmp == false, 5980, 0
print,  stream == res_tmp, 0, 0
operator<<,  res_tmp!= NULL, 0, 0
operator(),  res_tmp == (lhs < rhs), 0, 0
operator<<,  res_tmp << object, 0, 0
addInterval,  res_tmp == 0 || res_tmp == -1, 14, 0
print,  res_tmp.is_valid(), 0, 0
getZoneinfo,  res_tmp!= NULL, 0, 0
lookupZoneinfo,  res_tmp == 0 || res_tmp!= 0, 0, 0
print,  true, 0, 0
operator=,  true, 136, 0
operator==,  res_tmp == bool(lhs == rhs), 0, 0
parseValue,  res_tmp == true || res_tmp == false, 80, 0
elemTypeToString,  res_tmp!= NULL, 0, 0
type, e_BOOL, 0, 0
operator=,  res_tmp == *this, 7140, 0
constraint,  res_tmp!= NULL && typeid(*res_tmp).name() == typeid(TypeInfoConstraint).name(), 0, 24714
operator==,  res_tmp == (lhs.type() == rhs.type() && lhs.linkedVariable() == rhs.linkedVariable() && lhs.constraint() == rhs.constraint()), 67716, 0
value,  res_tmp!= NULL, 446, 55
operator<<,  stream!= res_tmp, 0, 0
isValidEnvironmentVariableName,  res_tmp == false || res_tmp == true, 841, 0
validate,  (0 <= res_tmp && res_tmp <= 12) || res_tmp == -1 || res_tmp == -2 || res_tmp == -3, 1919668, 3
parseEnvironmentVariable,  res_tmp == 1 || res_tmp == -1 || res_tmp >= 0, 223, 0
findName,  res_tmp == -1 || res_tmp >= 0, 384473, 0
isValidOptionSpecificationTable,  res_tmp == true || res_tmp == false, 1580, 0
operator=,  res_tmp == rhs, 542599, 177906
hasOption,  res_tmp == true, 2962, 5924
theBool,  res_tmp == true || res_tmp == false, 457, 0
operator==,  res_tmp == (lhs.isParsed() && rhs.isParsed() && lhs.options() == rhs.options()), 2847707, 0
