Function Name, Postcondition, true, false
findObserver,  res_tmp != nullptr, 36, 14
getDefaultFormat,  res_tmp.length() == k_BUFFER_SIZE, 0, 0
parse,  res_tmp == 0 || d_name != "", 7059, 0
setFormat,  res_tmp == -1 || res_tmp == decode_error_code || res_tmp == parse_result, 0, 0
fromAscii,  res_tmp == 0 || res_tmp == -1, 45, 0
setLevels,  res_tmp == 0, 0, 0
hash,  0 <= res_tmp < size, 134789, 1
addCategory,  res_tmp == 0, 18, 27
defaultRecordBufferSize,  res_tmp == d_recordBufferSize, 7, 0
hash,  res_tmp >= 0, 906466, 0
getErrorCode,  res_tmp >= 0, 1, 0
getTimestampSuffix,  res_tmp is a string in the format "%04d%02d%02d_%02d%02d%02d", 0, 0
openLogFile,  res_tmp == 0 || res_tmp == -1, 41, 0
computeNextRotationTime,  res_tmp is a valid datetime object, 0, 0
addRule,  res_tmp >= 0, 256689, 45844
ruleId,  res_tmp >= 0 && res_tmp == d_ruleAddresses.size() - 1 || res_tmp == -1, 14725, 144446
hash,  0 <= res_tmp < size, 60, 1
addCollector,  res_tmp == 0 || res_tmp == 1, 19, 0
getZoneinfoId,  res_tmp == 0 || res_tmp == -1, 108, 0
lookupTimeZone,  (0 == rc && 0 != *timeZone) || (0 != rc && 0 == *timeZone), 146, 0
findTransitionWithDstFlag,  res_tmp != timeZone.endTransitions(), 26, 28
convertUtcToLocalTime,  res_tmp == 0, 52, 314
configureImp,  res_tmp == 0 || res_tmp != 0, 85, 0
validateTimeZoneId,  res_tmp == 0 || res_tmp == -1 || res_tmp == -2, 403, 0
loadTimeZoneImpl, read(result$ infile), 0, 0
loadTimeZoneFilePath,  res_tmp is an integer, 0, 0
readRawTz,  res_tmp == 0 || res_tmp == -1, 427, 0
decode32,  res_tmp == BSLS_BYTEORDER_BE_U32_TO_HOST(BSLS_BYTEORDER_BE_U32(address[0]$ address[1]$ address[2]$ address[3])), 0, 0
readHeader,  res_tmp == 0 || res_tmp == -1 || res_tmp == -2 || res_tmp == -3 || res_tmp == -4 || res_tmp == -5 || res_tmp == -6 || res_tmp == -7 || res_tmp == -8 || res_tmp == -9, 1290, 0
readVersion2Or3FormatData,  res_tmp == 0 || res_tmp != -23 && res_tmp != -24 && res_tmp != -25 && res_tmp != -26 && res_tmp != -27 && res_tmp != -28 && res_tmp != -29 && res_tmp != -30 && res_tmp != -31 && res_tmp != -32, 427, 8
read,  res_tmp == readImpl(zoneinfoResult$ &description$ k_READ_NORMALIZED$ stream), 0, 378
convertUtcToLocalTime, k_OUT_OF_RANGE, 0, 0
addInterval,  res_tmp >= originalTime.datetimeTz().utcDatetime(), 0, 0
constraint,  res_tmp != NULL, 24714, 0
validate,  res_tmp != 0 && res_tmp != -14, 95, 1919576
parseEnvironmentVariable,  res_tmp == 1 || res_tmp == -1, 215, 8
findName,  res_tmp >= 0 && res_tmp < d_options.size() || res_tmp == -1, 384473, 0
index,  res_tmp >= 0 && res_tmp < d_schema_p->size(), 13892, 5924
calculateNumberOfUnitsToDrain,  res_tmp == (*fractionalUnitDrainedInNanoUnits + (drainRate % k_NANOUNITS_PER_UNIT) * timeInterval.nanoseconds(), 0, 0
calculateTimeToSubmit, TimeInterval, 0, 0
registerHandler,  res_tmp == 1, 3, 72
calculateTimeToSubmit, max(timeToSubmitPeak$ timeToSubmitSustained), 0, 0
addGeneralPublisher,  res_tmp == 0 || res_tmp == -1, 345, 0
registerCollectionCallback,  res_tmp >= 0 && res_tmp < d_nextHandle, 253984, 0
registerCollectionCallback,  res_tmp != NULL, 0, 2
setFormat,  res_tmp == 0 || res_tmp == -1, 50, 0
insertId,  res_tmp.second == true, 2962, 257
numMetrics,  res_tmp >= 0, 104, 0
makeInvalidInterval,  res_tmp.start == 0 && res_tmp.end == 0, 0, 0
calculateNextBufferSize,  res_tmp >= size, 0, 0
absLevel,  res_tmp == d_level, 115, 0
getNumDeletes,  res_tmp == s_numDeletes, 0, 0
getNumDeletes,  res_tmp == s_numDeletes, 0, 0
getProcessName,  res_tmp == 0 || res_tmp == -1, 0, 0
compare,  res_tmp != NULL, 0, 0
getComponentName,  res_tmp == 0 || res_tmp == -1 || res_tmp == -2 || res_tmp == -3, 0, 0
vsnprintf_alwaysCount,  res_tmp >= 0 || res_tmp == -1, 0, 0
vsnprintf_allocate,  res_tmp >= 0 || res_tmp == -1 || res_tmp == -2, 0, 0
lagTime,  res_tmp >= 0, 76, 0
convertToSchedulingPriority, e_SCHED_MAX, 0, 0
addThreadGroup,  res_tmp == success_code, 0, 0
nativeDefaultThreadStackSizeImp,  1 <= res_tmp && res_tmp <= INT_MAX, 0, 0
currentCount,  res_tmp == d_sigCount.loadAcquire(), 14980, 0
message,  res_tmp != "", 0, 0
message,  true, 0, 0
rotl,  res_tmp is a 64-bit integer, 0, 0
u8to64_le,  BSLS_BYTEORDER_LE_U64_TO_HOST(ret) == ret, 0, 0
rawLt64,  res_tmp < (1ULL << numBits), 1714, 0
bound,  low <= res_tmp && res_tmp <= high, 5269502, 3459826
divmod10,  res_tmp == (6 * v->high() + v->low()) % 10, 1674909, 689
canonicalizeDecimalValueClassification,  res_tmp == FP_NAN || res_tmp == FP_INFINITE || res_tmp == FP_ZERO || res_tmp == FP_NORMAL || res_tmp == FP_SUBNORMAL, 0, 0
getNewCapacity,  res_tmp >= length, 342, 0
getNewCapacity,  res_tmp >= size, 70, 0
getNewCapacity,  res_tmp >= size, 39, 0
getNewCapacity,  res_tmp >= size, 42, 0
roundUp,  res_tmp >= x, 258, 0
alignedAllocationSize,  (res_tmp + MAX_ALIGNMENT - 1) & ~(MAX_ALIGNMENT - 1) == res_tmp, 0, 0
initAlwaysUnavailable,  res_tmp > 0, 53600, 0
expand,  res_tmp == size + d_bufferSize - d_cursor || res_tmp == size, 30, 31
roundUp,  res_tmp is_integer, 0, 0
computeInternalBlockSize, max(blockSize + HEADER_LENGTH$ MINIMUM_LENGTH)), 0, 0
getSystemPageSize,  res_tmp > 0, 24239, 0
systemProtect,  res_tmp == 0, 12121, 0
systemUnprotect,  res_tmp == 0, 12118, 0
findPool,  res_tmp is an integer, 0, 0
alignedAllocationSize, BSLS_MAX_ALIGNMENT == 0, 0, 0
alignedAllocationSize, BSLS_MAX_ALIGNMENT - 1)) == 0, 0, 0
findPool,  res_tmp >= 0, 84775, 0
fileSize,  res_tmp >= 0, 421, 0
switchToInputMode,  res_tmp == 0 || res_tmp == -1, 341, 0
underflow, eof(), 0, 0
appendIfValid,  res_tmp == 0 || res_tmp != 0, 4209, 0
makeCanonicalName,  res_tmp == u_makeCanonicalName(pipeName$ baseName), 2, 0
substr,  res_tmp.empty() == false, 7625, 0
getProcessId,  res_tmp > 0, 924, 0
makeDirectory, k_ERROR_PATH_NOT_FOUND || res_tmp == -1, 0, 0
u_removeContentsOfTree,  res_tmp == 0 || res_tmp != 0, 589, 0
getPid,  res_tmp >= 0, 36, 0
getProcessId,  res_tmp >= 0, 36, 0
convert,  res_tmp == 0 || res_tmp == numOutputPending(), 8091, 6
f1,  res_tmp == (rotateRight(value$ 2) ^ rotateRight(value$ 13) ^ rotateRight(value$ 22)), 4006272, 0
f1,  res_tmp != value, 2506800, 0
f2,  res_tmp != 0, 4006272, 0
f2,  res_tmp == (rotateRight(value$ 14) ^ rotateRight(value$ 18) ^ rotateRight(value$ 41)), 2506800, 0
f3,  true, 3004704, 0
f3,  res_tmp != value, 2004469, 971
f4,  res_tmp >= 0, 3004704, 0
f4,  true, 2005440, 0
convert,  res_tmp == 0 || res_tmp != 0, 65825, 0
getLengthInUse,  res_tmp < BYTEBLOCKSIZE, 793753, 0
setSeekFailure,  res_tmp == -1, 9, 0
overflow, eof(), 0, 0
rotateLeft,  res_tmp is of type Sha1Word, 0, 0
bitwiseConditional,  res_tmp is a Sha1Word, 0, 0
bitwiseMajority,  res_tmp is a Sha1Word, 0, 0
f,  res_tmp == bitwiseConditional(x$ y$ z) || res_tmp == bitwiseMajority(x$ y$ z) || res_tmp == (x ^ y ^ z), 2506560, 0
pack,  res_tmp is a valid Sha1Word, 0, 0
utf8ToUcs2,  res_tmp == k_SUCCESS || res_tmp == k_OUTPUT_BUFFER_TOO_SMALL, 651337, 9425368
compare, swapBytes(uc), 0, 0
utf8Size,  res_tmp == 1 || res_tmp == 2 || res_tmp == 3, 231664, 4563
get2ByteValue,  res_tmp >= 0 && res_tmp < 65536, 15314819, 0
get3ByteValue,  res_tmp is an integer value, 0, 0
get4ByteValue,  res_tmp >= 0, 15117885, 0
validateAndCountCodePoints,  res_tmp >= 0, 194721, 473138
validateAndCountCodePoints,  res_tmp >= 0, 7327998, 2032732
getLineAndColumnNumber,  res_tmp == 0 || res_tmp == -100 || res_tmp != k_END_OF_INPUT_TRUNCATION, 479, 0
lookaheadContinuations,  0 <= res_tmp && res_tmp <= n, 378665, 0
endConvert,  res_tmp == 0 || res_tmp == -1, 1036, 0
numActiveThreads,  res_tmp == d_numActiveThreads, 46, 0
advanceTime,  res_tmp == d_currentTime + amount, 0, 4
currentTime, TimeInterval, 0, 0
start,  res_tmp >= 0, 87, 0
nextPendingEventTime,  res_tmp != NULL, 21, 0
advanceTime,  res_tmp > 0, 4, 0
now,  res_tmp >= 0, 3, 0
enqueueJob,  res_tmp >= 0, 22427, 4
start,  res_tmp == 0 || res_tmp == -1, 129, 0
createQueue,  res_tmp > 0, 7549, 0
invalidThreadId,  res_tmp is a unique value representing an invalid thread handle, 0, 0
advanceTime,  res_tmp > d_currentTime, 0, 16
currentTime,  d_currentTime != NULL && d_currentTimeMutex.isLocked(), 0, 0
returnZero,  res_tmp == 0, 98, 0
chooseNextEvent,  res_tmp == *now, 9, 2213
cancelEvent,  res_tmp == cancelEvent((const Event *) *handle), 2, 4
advanceTime,  res_tmp == d_data_p->advanceTime(amount), 0, 16
now,  res_tmp is a valid time interval, 0, 0
nextPermit,  res_tmp == 0 || res_tmp == -1, 62, 0
readUnquotedString,  res_tmp == 0 || res_tmp == -1, 262, 12
findFirstNonDigit,  res_tmp != end, 195847, 3534
expandBufferForLargeValue,  res_tmp == 0 || res_tmp == -1, 3153, 0
advanceToNextToken,  res_tmp == 0 || res_tmp == -1, 88408, 0
value,  res_tmp == 0 || res_tmp == -1, 1612, 0
readObject,  res_tmp == 0 || res_tmp != 0, 520, 0
readArray,  res_tmp == 0 || res_tmp != 0 && error != NULL, 1622, 0
readScalar,  res_tmp == 0 || res_tmp != 0, 873, 0
read,  res_tmp == 0 || res_tmp == -1, 788, 35
circularDifference,  -static_cast<int>(modulo / 2) <= res_tmp <= static_cast<int>(modulo / 2), 584889, 1
reservePushIndex,  res_tmp == 0 || res_tmp == e_QUEUE_FULL || res_tmp == e_DISABLED_QUEUE, 1844404, 0
length,  res_tmp >= 0 && res_tmp <= d_capacity, 2131036, 0
charToHex,  res_tmp == 0, 0, 0
